web-scraper-order,web-scraper-start-url,house,house-href,price,location,luas_bangunan,luas_tanah,sertifikasi,n_bedroom,n_bathroom,n_lantai
"1669846086-729","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 799.000.0004 KT - 3 KM - 78 m2N(11.1281-P) Segera miliki rumah idamanmu bersama keluarga tercintaCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/n111281-p-segera-miliki-rumah-idamanmu-bersama-keluarga-tercinta-iid-880301623","Rp 799.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","78","36","SHM - Sertifikat Hak Milik","4","3","2"
"1669846091-730","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 6.300.000.0005 KT - 4 KM - 290 m2Rumah dengan tanah luas, siap huni strategis di Tanjung Barat Jaksel.Pasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-dengan-tanah-luas-siap-huni-strategis-di-tanjung-barat-jaksel-iid-847322247","Rp 6.300.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","290","323","SHM - Sertifikat Hak Milik","5","4","2"
"1669846097-731","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.450.000.0004 KT - 4 KM - 104 m2Rumah 2 lantai dalam Cluster strategis di Lenteng Agung Jaksel.Pasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-2-lantai-dalam-cluster-strategis-di-lenteng-agung-jaksel-iid-847321740","Rp 2.450.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","104","144","SHM - Sertifikat Hak Milik","4","4","2"
"1669846101-732","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 5.200.000.0006 KT - 2 KM - 220 m2Rumah hanya hitung tanah cocok untuk usaha atau kantor di PesanggrahanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-hanya-hitung-tanah-cocok-untuk-usaha-atau-kantor-di-pesanggrahan-iid-847318439","Rp 5.200.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","220","334","SHM - Sertifikat Hak Milik","6","2","2"
"1669846103-733","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 7.950.000.0005 KT - 4 KM - 260 m2Rumah mewah brandnew siap huni strategis dekat tol Tanah KusirPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-brandnew-siap-huni-strategis-dekat-tol-tanah-kusir-iid-847317810","Rp 7.950.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","260","476","SHM - Sertifikat Hak Milik","5","4","1"
"1669846108-734","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 34.500.000.0006 KT - 6 KM - 525 m2Rumah Brandnew Mewah Modern ada Swimming Pool di Pondok IndahKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-brandnew-mewah-modern-ada-swimming-pool-di-pondok-indah-iid-847228878","Rp 34.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","525","500","SHM - Sertifikat Hak Milik","6","6","2"
"1669846112-735","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 4.358.000.0005 KT - 5 KM - 125 m2Rumah Brand New dijual murah di Permata Hijau, Jakarta Selatan.Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-brand-new-dijual-murah-di-permata-hijau-jakarta-selatan-iid-847226333","Rp 4.358.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","125","90","SHM - Sertifikat Hak Milik","5","5","2"
"1669846115-736","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 3.850.000.0004 KT - 5 KM - 190 m2Rumah brand new lokasi strategis di Cilandak, Jakarta SelatanCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-brand-new-lokasi-strategis-di-cilandak-jakarta-selatan-iid-847138148","Rp 3.850.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","190","85","SHM - Sertifikat Hak Milik","4","5","2"
"1669846119-737","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 21.000.000.0005 KT - 5 KM - 360 m2Rumah Dengan Tanah Luas, Strategis Di Cipete Jakarta SelatanKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-dengan-tanah-luas-strategis-di-cipete-jakarta-selatan-iid-846429346","Rp 21.000.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","360","910","SHM - Sertifikat Hak Milik","5","5","1"
"1669846123-738","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 9.700.000.0005 KT - 4 KM - 600 m2Rumah Lebak Bulus IIICilandak, Jakarta Selatan18 Nov","https://www.olx.co.id/item/rumah-lebak-bulus-iii-iid-879281952","Rp 9.700.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","600","939","SHM - Sertifikat Hak Milik","5","4","2"
"1669846126-739","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 6.800.000.0006 KT - 6 KM - 400 m2Bismillahirrahmanirrahim Rumah mewah rumah nyaman (nego)081316183338Pasar Minggu, Jakarta Selatan4 hari yang lalu","https://www.olx.co.id/item/bismillahirrahmanirrahim-rumah-mewah-rumah-nyaman-nego081316183338-iid-879998893","Rp 6.800.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","400","210","SHM - Sertifikat Hak Milik","6","6","3"
"1669846131-740","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 5.850.000.000>10 KT - 6 KM - 350 m2Dijual Rumah Tinggal/ Kost2anKebayoran Baru, Jakarta Selatan19 Okt","https://www.olx.co.id/item/dijual-rumah-tinggal-kost2an-iid-876574047","Rp 5.850.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","350","464","SHM - Sertifikat Hak Milik",">10","6","2"
"1669846134-741","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 16.200.000.0007 KT - 7 KM - 800 m2Rumah mewah BangkaMampang Prapatan, Jakarta Selatan11 Nov","https://www.olx.co.id/item/rumah-mewah-bangka-iid-878644773","Rp 16.200.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","800","1093","SHM - Sertifikat Hak Milik","7","7","2"
"1669846138-742","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 7.500.000.0004 KT - 4 KM - 320 m2Rumah mewah dan murah, nyaman dan strategis di Pondok Indah Jak-Sel.Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-dan-murah-nyaman-dan-strategis-di-pondok-indah-jak-sel-iid-828248363","Rp 7.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","320","160","SHM - Sertifikat Hak Milik","4","4","2"
"1669846142-743","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 7.500.000.0003 KT - 4 KM - 270 m2Rumah brandnew 2.5 lantai, bagus di Kebayoran Baru Jakarta SelatanKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-brandnew-25-lantai-bagus-di-kebayoran-baru-jakarta-selatan-iid-827920317","Rp 7.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","270","104","SHM - Sertifikat Hak Milik","3","4","2"
"1669846145-744","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.300.000.0003 KT - 2 KM - 80 m2Rumah siap huni, jalan depan lebar, Perumahan Bintaro Permai Jaksel.Pesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-siap-huni-jalan-depan-lebar-perumahan-bintaro-permai-jaksel-iid-817638952","Rp 2.300.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","80","120","null","3","2","1"
"1669846147-745","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 19.500.000.0003 KT - 5 KM - 485 m2Rumah mewah, asri terawat dalam perumahan mewah Pondok Indah Jaksel.Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-asri-terawat-dalam-perumahan-mewah-pondok-indah-jaksel-iid-828905360","Rp 19.500.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","485","612","SHM - Sertifikat Hak Milik","3","5","2"
"1669846150-746","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.700.000.0013 KT - 3 KM - 131 m2Luxurious Modern Complex Living at Al Hidayah 2 Pejaten Jakarta SelataPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/luxurious-modern-complex-living-at-al-hidayah-2-pejaten-jakarta-selata-iid-880302859","Rp 2.700.000.001","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","131","96","SHM - Sertifikat Hak Milik","3","3","2"
"1669846154-747","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 900.000.0013 KT - 3 KM - 80 m2PROMO 5JT ALL IN Premium Living Margonda Ecopark Ekslusif Kawasan MargPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-5jt-all-in-premium-living-margonda-ecopark-ekslusif-kawasan-marg-iid-880303183","Rp 900.000.001","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","80","60","SHM - Sertifikat Hak Milik","3","3","2"
"1669846158-748","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.000.000.0043 KT - 3 KM - 144 m2GRAND JAGAKARSA Modern Luxurios Living at Jagakarsa South JakartaMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/grand-jagakarsa-modern-luxurios-living-at-jagakarsa-south-jakarta-iid-880303255","Rp 2.000.000.004","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","144","86","SHM - Sertifikat Hak Milik","3","3","2"
"1669846162-749","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 18.000.000.00010 KT - 10 KM - 600 m2DI JUAL RUMAH KOS MEWAH DI MAMPANG PRAPATAN JAKARTA SELATANMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/di-jual-rumah-kos-mewah-di-mampang-prapatan-jakarta-selatan-iid-880303637","Rp 18.000.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","600","300","SHM - Sertifikat Hak Milik","10","10","3"
"1669846165-750","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 24.400.000.0007 KT - 5 KM - 1100 m2Rumah Bangunan Baru di Kemang SelatanMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-bangunan-baru-di-kemang-selatan-iid-880303818","Rp 24.400.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","1100","973","SHM - Sertifikat Hak Milik","7","5","2"
"1669846168-751","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.200.000.0003 KT - 3 KM - 150 m2Rumah Brandnew 2 Lantai, Town House Petukangan Jakarta SelatanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-brandnew-2-lantai-town-house-petukangan-jakarta-selatan-iid-846148265","Rp 2.200.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","150","117","SHM - Sertifikat Hak Milik","3","3","2"
"1669846171-752","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.950.000.0003 KT - 3 KM - 120 m2Rumah Letak Di Adam MalikPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-letak-di-adam-malik-iid-880303889","Rp 1.950.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","120","88","SHM - Sertifikat Hak Milik","3","3","2"
"1669846174-753","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 2.200.000.0003 KT - 3 KM - 162 m2Town Pesanggrahan HousePesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/town-pesanggrahan-house-iid-880304049","Rp 2.200.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","162","107","SHM - Sertifikat Hak Milik","3","3","2"
"1669846178-754","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 13.000.000.0004 KT - 4 KM - 350 m2Rumah dengan tanah luas dan murah di kawasan Elite Pondok Indah JakselKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-dengan-tanah-luas-dan-murah-di-kawasan-elite-pondok-indah-jaksel-iid-837020806","Rp 13.000.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","350","303","SHM - Sertifikat Hak Milik","4","4","2"
"1669846181-755","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 3.000.000.0014 KT - 5 KM - 135 m2Permata Hijau Mansion Limited Premium Cluster at Premium LocationMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/permata-hijau-mansion-limited-premium-cluster-at-premium-location-iid-880304182","Rp 3.000.000.001","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","135","50","SHM - Sertifikat Hak Milik","4","5","4"
"1669846185-756","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 330.000.0003 KT - 1 KM - 40 m2Huniaan kulitas harga kertasPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/huniaan-kulitas-harga-kertas-iid-880304360","Rp 330.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","40","65","SHM - Sertifikat Hak Milik","3","1","1"
"1669846189-757","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 300.000.0042 KT - 1 KM - 36 m2PROMO KEREN 2jt Langsung Huni Griya Amalia ResidenceMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-keren-2jt-langsung-huni-griya-amalia-residence-iid-880304549","Rp 300.000.004","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","36","60","SHM - Sertifikat Hak Milik","2","1","1"
"1669846191-758","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 1.955.000.0003 KT - 3 KM - 133 m2Rumah Baru di Pejaten, Lokasi Tengah Kota Harga Pinggir KotaPasar Minggu, Jakarta Selatan02 Okt","https://www.olx.co.id/item/rumah-baru-di-pejaten-lokasi-tengah-kota-harga-pinggir-kota-iid-866767957","Rp 1.955.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","133","86","SHM - Sertifikat Hak Milik","3","3","3"
"1669846194-759","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 4.870.000.0003 KT - 3 KM - 200 m2Dijual Cepat! Harga Termurah Rumah Dalam Komplek PertambanganMampang Prapatan, Jakarta Selatan11 Nov","https://www.olx.co.id/item/dijual-cepat-harga-termurah-rumah-dalam-komplek-pertambangan-iid-878635747","Rp 4.870.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","200","264","SHM - Sertifikat Hak Milik","3","3","2"
"1669846199-760","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 1.300.000.0009 KT - 5 KM - 180 m2Rumah Kos dijual BU murahKebayoran Baru, Jakarta Selatan07 Okt","https://www.olx.co.id/item/rumah-kos-dijual-bu-murah-iid-865132375","Rp 1.300.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","180","92","SHM - Sertifikat Hak Milik","9","5","2"
"1669846203-761","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 950.000.0003 KT - 2 KM - 100 m2DIJUAL RUMAH FULL FURNISH, Cocok Untuk Investasi Kos KosanKebayoran Baru, Jakarta Selatan16 Sep","https://www.olx.co.id/item/dijual-rumah-full-furnish-cocok-untuk-investasi-kos-kosan-iid-865387685","Rp 950.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","100","89","SHM - Sertifikat Hak Milik","3","2","2"
"1669846206-762","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 855.000.0003 KT - 2 KM - 56 m2HOT PROMO RUMAH BALI MODERN CIMANGGIS PINGGIR JALAN RAYAPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/hot-promo-rumah-bali-modern-cimanggis-pinggir-jalan-raya-iid-880304613","Rp 855.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","56","73","SHM - Sertifikat Hak Milik","3","2","3"
"1669846210-763","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 700.000.0003 KT - 3 KM - 68 m2DP 0% KPR 6jutaan/Bln Cendana Essence Dekat Tol Karawaci-TangerangCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/dp-0-kpr-6jutaanbln-cendana-essence-dekat-tol-karawaci-tangerang-iid-880304682","Rp 700.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","68","82","SHM - Sertifikat Hak Milik","3","3","2"
"1669846213-764","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 855.000.0003 KT - 2 KM - 56 m2RUMAH MEWAH CLUSTER PINGGIR JALAN RAYA DE KHIRANI VILLAGE 3Cilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-mewah-cluster-pinggir-jalan-raya-de-khirani-village-3-iid-880304825","Rp 855.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","56","73","SHM - Sertifikat Hak Milik","3","2","3"
"1669846215-765","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 550.000.0002 KT - 1 KM - 46 m2Dijual Rumah BersertifikatMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dijual-rumah-bersertifikat-iid-880304964","Rp 550.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","46","46","SHM - Sertifikat Hak Milik","2","1","1"
"1669846218-766","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 4.800.000.0003 KT - 1 KM - 180 m2Rumah hitung harga tanah di radio dalam dkt pondok indahKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-hitung-harga-tanah-di-radio-dalam-dkt-pondok-indah-iid-880305036","Rp 4.800.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","180","412","SHM - Sertifikat Hak Milik","3","1","1"
"1669846220-767","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 700.000.0003 KT - 3 KM - 68 m2DP 0% KPR 6jutaan/Bln Cendana Essence Dekat Tol Karawaci-TangerangMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/dp-0-kpr-6jutaanbln-cendana-essence-dekat-tol-karawaci-tangerang-iid-880305191","Rp 700.000.000","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","68","82","SHM - Sertifikat Hak Milik","3","3","2"
"1669846224-768","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 950.000.0004 KT - 3 KM - 120 m2Jual Rumah di cipedak belakang fortuneCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/jual-rumah-di-cipedak-belakang-fortune-iid-880305311","Rp 950.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","120","86","SHM - Sertifikat Hak Milik","4","3","2"
"1669846227-769","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 4.200.000.0007 KT - 4 KM - 350 m2Rumah hoek  murah di ulujami pesanggrahanPesanggrahan, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-hoek-murah-di-ulujami-pesanggrahan-iid-880305323","Rp 4.200.000.000","Pesanggrahan, Jakarta Selatan, Jakarta D.K.I.","350","385","SHM - Sertifikat Hak Milik","7","4","2"
"1669846231-770","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 700.000.0003 KT - 3 KM - 68 m2DP 0% KPR 6jutaan/Bln Cendana Essence Dekat Tol Karawaci-TangerangPasar Minggu, Jakarta SelatanHari ini","https://www.olx.co.id/item/dp-0-kpr-6jutaanbln-cendana-essence-dekat-tol-karawaci-tangerang-iid-880306348","Rp 700.000.000","Pasar Minggu, Jakarta Selatan, Jakarta D.K.I.","68","82","SHM - Sertifikat Hak Milik","3","3","2"
"1669846233-771","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 3.400.000.0004 KT - 3 KM - 152 m2Rumah murah discovery flamine serenity dkt kebayoran bintaro sektor 9Kebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rumah-murah-discovery-flamine-serenity-dkt-kebayoran-bintaro-sektor-9-iid-880306362","Rp 3.400.000.000","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","152","135","SHM - Sertifikat Hak Milik","4","3","2"
"1669846236-772","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.780.000.0743 KT - 2 KM - 80 m2Rmh Primary 2lt Ada unit readyCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/rmh-primary-2lt-ada-unit-ready-iid-880306718","Rp 1.780.000.074","Cilandak, Jakarta Selatan, Jakarta D.K.I.","80","204","SHM - Sertifikat Hak Milik","3","2","2"
"1669846239-773","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.300.000.0013 KT - 2 KM - 58 m2PROMO DP 0% World Class Living Cimanggis Golf Estate 510 HaMampang Prapatan, Jakarta SelatanHari ini","https://www.olx.co.id/item/promo-dp-0-world-class-living-cimanggis-golf-estate-510-ha-iid-880306936","Rp 1.300.000.001","Mampang Prapatan, Jakarta Selatan, Jakarta D.K.I.","58","80","SHM - Sertifikat Hak Milik","3","2","2"
"1669846243-774","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 752.000.0003 KT - 1 KM - 46 m2(Aa) home familys 3 kamar dan dekat stasiun bsa landPancoran, Jakarta SelatanHari ini","https://www.olx.co.id/item/aa-home-familys-3-kamar-dan-dekat-stasiun-bsa-land-iid-880307010","Rp 752.000.000","Pancoran, Jakarta Selatan, Jakarta D.K.I.","46","72","SHM - Sertifikat Hak Milik","3","1","1"
"1669846246-775","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 492.000.0002 KT - 1 KM - 78 m2Tanpa Dp mulai 400 jutaan READY STOCK DEKAT MALL THE PARK SAWANGANCilandak, Jakarta SelatanHari ini","https://www.olx.co.id/item/tanpa-dp-mulai-400-jutaan-ready-stock-dekat-mall-the-park-sawangan-iid-880307326","Rp 492.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","78","50","SHM - Sertifikat Hak Milik","2","1","1"
"1669846250-776","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.780.000.0763 KT - 2 KM - 80 m2Rmh Primary 2lt loakasi sangat strategisKebayoran Baru, Jakarta SelatanHari ini","https://www.olx.co.id/item/rmh-primary-2lt-loakasi-sangat-strategis-iid-880307577","Rp 1.780.000.076","Kebayoran Baru, Jakarta Selatan, Jakarta D.K.I.","80","204","SHM - Sertifikat Hak Milik","3","2","2"
"1669846253-777","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","Rp 1.780.000.0773 KT - 2 KM - 80 m2Rmh Primary 2lt lokasi sangat strategisKebayoran Lama, Jakarta SelatanHari ini","https://www.olx.co.id/item/rmh-primary-2lt-lokasi-sangat-strategis-iid-880308016","Rp 1.780.000.077","Kebayoran Lama, Jakarta Selatan, Jakarta D.K.I.","80","204","SHM - Sertifikat Hak Milik","3","2","2"
"1669846256-778","https://www.olx.co.id/jakarta-selatan_g4000030/dijual-rumah-apartemen_c5158/q-rumah-.dijual?filter=type_eq_rumah","HighlightRp 3.180.000.0003 KT - 3 KM - 130 m2Rumah Unik Siap KPR Dekat Stasiun MRT Lebak Bulus Harga All In NegoCilandak, Jakarta Selatan12 Okt","https://www.olx.co.id/item/rumah-unik-siap-kpr-dekat-stasiun-mrt-lebak-bulus-harga-all-in-nego-iid-875955619","Rp 3.180.000.000","Cilandak, Jakarta Selatan, Jakarta D.K.I.","130","162","SHM - Sertifikat Hak Milik","3","3","2"
